Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Views,Area,Road,Road Width,Road Type,Amenities,Face
"Fully Furnished Apartment : Apartment For Rent In Kuleshwor, Kathmandu","Test address, Kuleshwor, Kathmandu",Kathmandu,30000.0,2,1,5.0,1,790,850 Sq. Feet,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Solar Water', 'TV Cable', 'Drainage', 'Frontyard', 'Garage', 'Garden', 'Water Well', 'Water Supply', 'Balcony', 'Deck', 'Wifi', 'Water Tank', 'Modular Kitchen', 'Fencing', 'Lawn', 'Backyard']",South West
"Land Is Very Suitable For Residental Purpose : Land For Sale In Swayambhu, Kathmandu","Ichangu, Swayambhu, Kathmandu",Kathmandu,1950000.0,0,0,2.5,2,629,3-1 Aana,12 Feet,12 Feet,,['Parking'],South
"Commercial : Land For Sale In Gaurighat, Kathmandu","Nearby Dibya Complex, Gaurighat, Kathmandu",Kathmandu,4200000.0,2,1,2.5,0,1200,0-9-0-0 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,['Parking'],North West
"Commercial : Land For Sale In Gaurighat, Kathmandu","Bagmati road, Gaurighat, Kathmandu",Kathmandu,6000000.0,2,1,2.5,1,1900,0-3-2-1 Aana,26 Feet / Blacktopped,26 Feet , Blacktopped,['Parking'],South West
"House For Sale In Tarkeshwor, Kathmandu","Nagpokhari road, Tarkeshwor, Kathmandu",Kathmandu,13000000.0,2,1,1.0,1,588,3.1.0 Aana,0 Feet,0 Feet,,['Parking'],South West
"Vbn : House For Sale In Butwal, Butwal","Nayagaun, Butwal, Butwal",Butwal,800000.0,2,1,1.0,1,197,6.25 Dhur,32 Feet,32 Feet,,['Parking'],West
"Office For Rent At New Baneshwor : Flat For Rent In Baneshwor, Kathmandu","New Baneshwor, Baneshwor, Kathmandu",Kathmandu,30000.0,1,1,2.0,4,78,500 Sq. Feet,26 Feet / Blacktopped,26 Feet , Blacktopped,['Parking'],East
"Flat For Rent In Pokhara : Flat For Rent In Raam Bazar, Pokhara","Syani Patan, Sunaulo Marg, Pokhara-15, Raam Bazar, Pokhara",Pokhara,15000.0,2,1,1.0,1,439,8.5 Aana,13 Feet / Paved,13 Feet , Paved,['Parking'],South
"Budhanilkantha Mandir 1 Floor Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,15000000.0,2,2,1.0,1,766,5 Aana,12 Feet / Gravelled,12 Feet , Gravelled,['Parking'],East
"Mandikatar 1 Floor Home : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,14000000.0,2,2,1.0,1,1700,3.1 ana Aana,13 Feet / Gravelled,13 Feet , Gravelled,['Parking'],West
"House For Sale In Goldhunga, Kathmandu","Jarankhu, Goldhunga, Kathmandu",Kathmandu,15500000.0,5,2,3.0,1,960,0-3-2-2 Aana,13 Feet,13 Feet,,['Parking'],North West
"Consultancy : Office Space For Sale In Dillibazar, Kathmandu","Dilli bazzar road, Dillibazar, Kathmandu",Kathmandu,1000000.0,3,2,5.0,0,247,3 Aana,26 Feet,26 Feet,,['Parking'],South
"Beautiful House Is On Sale At Tarkeshwor, Kathmndu : House For Sale In Tarkeshwor, Kathmandu","Tarkeshwor, Tarkeshwor, Kathmandu",Kathmandu,17000000.0,3,2,3.0,1,151,3.1 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,['Parking'],West
"2 Storey House On Sale At Gathaghar : House For Sale In Gatthaghar, Bhaktapur","kausaltar, Gatthaghar, Bhaktapur",Bhaktapur,12500000.0,2,3,2.0,0,1900,3 Aana,16 Feet,16 Feet,,['Parking'],West
"House Sale In Phutung Tushal : House For Sale In Kavresthali, Kathmandu","Phutung Tushal, Kavresthali, Kathmandu",Kathmandu,23000000.0,7,3,3.0,1,135,0-4-0-0 Aana,10 Feet,10 Feet,,['Parking'],East
"Naksal Apartment : Apartment For Sale In Hattisar, Kathmandu","Na, Hattisar, Kathmandu",Kathmandu,50000000.0,3,3,3.0,2,1600,5 Ropani,20 Feet / Blacktopped,20 Feet , Blacktopped,['Parking'],East
"House On Sale At Imadole : House For Sale In Imadol, Lalitpur","imadole, Imadol, Lalitpur",Lalitpur,20000000.0,3,3,2.5,1,280,3 Aana,0 Feet,0 Feet,,['Parking'],East
"2.5 Storey House On Sale At Daura Dipo , Checkpost : House For Sale In Thankot, Kathmandu","Daura Dipo, Thankot, Kathmandu",Kathmandu,18500000.0,4,4,2.5,3,404,6 Aana,13 Feet,13 Feet,,['Parking'],South
"Villa On Rent At Budhanilkantha : House For Rent In Budhanilkantha, Kathmandu","budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,200000.0,5,4,2.0,4,323,25 Aana,0 Feet,0 Feet,,['Parking'],South
"House Sale In TIkathali : House For Sale In Tikathali, Lalitpur","Tikathali, Tikathali, Lalitpur",Lalitpur,21500000.0,4,5,3.0,1,100,0-3-2-0 Aana,13 Feet / Gravelled,13 Feet , Gravelled,['Parking'],South
"Kapan Khariboth Home : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,27500000.0,6,5,3.0,1,971,4 ana Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,['Parking'],West
"Golfutar Height Home : House For Sale In Budhanilkantha, Kathmandu","Man, Budhanilkantha, Kathmandu",Kathmandu,30500000.0,5,5,2.0,1,112,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,['Parking'],East
"Dhapasi Height Commercil Building : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,41000000.0,10,5,4.0,3,67,4 Aana,26 Feet / Blacktopped,26 Feet , Blacktopped,['Parking'],East
"Tokha Near Venas Housing Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,22000000.0,5,5,3.0,1,139,3.1 Aana,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,['Parking'],South
"Pasikot Cheap Home 168 Only : House For Sale In Pasikot, Kathmandu","Man, Pasikot, Kathmandu",Kathmandu,16800000.0,5,5,3.0,1,870,3 Aana,14 Feet / Gravelled,14 Feet , Gravelled,['Parking'],North
"Beautiful Small Home Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,22500000.0,5,5,3.0,1,384,3.0.2 Aana,14 Feet / Gravelled,14 Feet , Gravelled,['Parking'],East
"Tokha Grandy Height Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,26500000.0,6,6,3.0,1,1100,4 Aana,13 Feet / Paved,13 Feet , Paved,['Parking'],South
"Sitapaila Modern Semi Bungalow : House For Sale In Sitapaila, Kathmandu","NA, Sitapaila, Kathmandu",Kathmandu,25500000.0,6,6,3.0,1,1600,4 Aana,13 Feet / Gravelled,13 Feet , Gravelled,['Parking'],East
"Hattigaudama 5 Anako Ghar Bikrima : House For Sale In Hattigauda, Kathmandu","NA, Hattigauda, Kathmandu",Kathmandu,26500000.0,6,6,3.0,2,282,5 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,['Parking'],West
"Grandy Gate Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,22500000.0,6,6,3.0,1,66,3.1 Aana,18 Feet / Blacktopped,18 Feet , Blacktopped,['Parking'],South
"11 Ana Bungalow For Sale : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,60000000.0,6,6,3.0,4,157,11 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,['Parking'],West
"Grandy House For Sale : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,40000000.0,9,6,4.0,3,71,9 Aana,13 Feet / Paved,13 Feet , Paved,['Parking'],South West
"Jyotinagar Home For Sale : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,28000000.0,6,6,3.0,1,100,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,['Parking'],South
"Townplanning 13 Ana Bungalow : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,85000000.0,5,6,3.0,4,259,13 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,['Parking'],East
"Siddarth Colony Under Construction Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,160000000.0,6,6,3.0,5,292,21 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,['Parking'],East
"Dhumbarahi Home For Sale : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,40000000.0,7,7,4.0,2,151,7 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,['Parking'],North East
"Hattigauda 9 Ana Home On Rent : House For Rent In Hattigauda, Kathmandu","Man, Hattigauda, Kathmandu",Kathmandu,75000.0,7,7,3.0,3,252,9 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,['Parking'],East
"Chapali Cheap Home : House For Sale In Chapali, Kathmandu","Na, Chapali, Kathmandu",Kathmandu,24000000.0,7,8,4.0,1,205,5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,['Parking'],South
"Siddarthcolony Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,160000000.0,10,10,4.0,5,360,21 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,['Parking'],East
"3.5 Talle| Semi-Commercial House : House For Sale In Tarkeshwor, Kathmandu","Manamaiju, Gongabu, Kathmandu, Tarkeshwor, Kathmandu",Kathmandu,28000000.0,0,0,2.5,0,140,4 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,"['Parking', 'Water Well', 'Water Tank', 'Water Supply', 'Drainage']",South
"Godawari_Badikhel Pitched Road Touching House For Sell_ 5 Anna Land : House For Sale In Godawari, Lalitpur","Badikhel (Godawari), Godawari, Lalitpur",Lalitpur,12500000.0,3,1,2.0,1,214,0-5-0-0 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Parking', 'Water Well', 'Water Tank', 'Backyard']",South
"Flat For Rent : Flat For Rent In Kusunti, Lalitpur","Smritinagar, Kusunti, Lalitpur",Lalitpur,25000.0,2,2,1.0,1,294,1000 Sq. Feet,0 Feet,0 Feet,,"['Parking', 'Water Well', 'Water Supply', 'Backyard', 'Garden', 'Drainage', 'Water Tank']",East
"1 Talle New House : House For Sale In Imadol, Lalitpur","Imadol, Lalitpur, Imadol, Lalitpur",Lalitpur,11000000.0,2,1,1.0,1,1100,2-3 Aana,13 Feet,13 Feet,,"['Parking', 'Water Tank', 'Water Well', 'Drainage']",North East
"New Residental House For Sale Near Grande Hospital : House For Sale In Tokha, Kathmandu","tokha road , saraswoti 3, Tokha, Kathmandu",Kathmandu,30000000.0,6,5,3.0,2,434,5 Aana,14 Feet / Gravelled,14 Feet , Gravelled,"['Parking', 'Water Tank', 'Solar Water', 'Water Supply', 'Drainage', 'Balcony']",South East
"Akase Dhara House : House For Sale In Kapan, Kathmandu","akase dhara, Kapan, Kathmandu",Kathmandu,18000000.0,6,3,3.0,2,639,0-4-3 Sq. Feet,13 Feet / Concrete,13 Feet , Concrete,"['Parking', 'Water Tank', 'Modular Kitchen', 'Fencing', 'Fencing', 'Water Well', 'Parking', 'Electricity Backup', 'Balcony', 'Water Well', 'Balcony', 'Water Tank', 'Modular Kitchen', 'Electricity Backup']",East
"Near Grandy : House For Sale In Tokha, Kathmandu","Tokha, Kathmandu, Tokha, Kathmandu",Kathmandu,26300000.0,5,0,2.0,1,902,4 Aana,13 Feet,13 Feet,,"['Parking', 'Water Tank', 'Drainage']",South West
"Road Ko Najik : House For Sale In Imadol, Lalitpur","Imadol, Lalitpur, Imadol, Lalitpur",Lalitpur,19000000.0,0,0,4.0,1,784,3-4 Aana,0 Feet,0 Feet,,"['Parking', 'Water Tank', 'Drainage']",North
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsikhel(near British school), Jhamsikhel, Lalitpur",Lalitpur,35000.0,2,2,0.0,2,890,6 Sq. Feet,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,"['Parking', 'Water Supply', 'Solar Water']",South
"House On Sell @Dhapasi, Near By Grandi International Hospital. : House For Sale In Dhapasi, Kathmandu","Harihar Marg, Dhapasi, Dhapasi, Kathmandu",Kathmandu,40000000.0,8,4,3.0,5,86,0-8-3-0 Sq. Feet,12 Feet / Concrete,12 Feet , Concrete,"['Parking', 'Water Supply', 'Solar Water', 'Water Tank', 'Store Room', 'Garden', 'Lawn', 'Balcony', 'TV Cable', 'Internet', 'Wifi', 'Modular Kitchen']",East
"Hetauda Children Park Najik Pragati Path Ma Ghar Jagga Bikrima : House For Sale In Hetauda, Makwanpur","pragati path hetauda-5, Hetauda, Makwanpur",Makwanpur,700000.0,4,2,1.0,1,183,22 Dhur,4 Meter / Paved,4 Meter , Paved,"['Parking', 'Water Supply', 'Garden']",West
"Flat For Rent In Jhamsikhel, Lalitpur","jhamsihel (near British school), Jhamsikhel, Lalitpur",Lalitpur,35000.0,2,2,3.0,2,301,6 Aana,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,"['Parking', 'Water Supply', 'Garden', 'Solar Water', 'Balcony']",East
"Spacious Flat Bear Grande Hospital : Flat For Rent In Tokha, Kathmandu","Grande Villa height, milantol, tokha, Tokha, Kathmandu",Kathmandu,20000.0,2,1,5.0,1,498,5.5 Aana,18 Feet,18 Feet,,"['Parking', 'Water Supply', 'Frontyard', 'Fencing']",North East
"Flat For Rent In Koteshwor, Kathmandu","koteshwor, Koteshwor, Kathmandu",Kathmandu,60000.0,1,2,3.0,1,276,900 Sq. Feet,30 Meter / Blacktopped,30 Meter , Blacktopped,"['Parking', 'TV Cable']",South
"Full Furnished Office On Sale : Office Space For Sale In Thapathali, Kathmandu","Patangri marg, height, Thapathali, Kathmandu",Kathmandu,290000.0,1,1,1.0,1,127,900 Sq. Feet,12 Feet / Paved,12 Feet , Paved,"['Parking', 'TV Cable', 'Wifi', 'Internet', 'Security Staff']",North East
"House For Sale : House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,18000000.0,3,3,3.0,1,704,0-3-0-3 Aana,18 Feet,18 Feet,,"['Parking', 'TV Cable', 'Water Tank', 'Deck', 'Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply']",North East
"House On Sale At Imadol : House For Sale In Baghdol, Lalitpur","Test address, Baghdol, Lalitpur",Lalitpur,19500000.0,4,4,2.0,1,470,0-3-2-3 Sq. Feet,20 Feet / Gravelled,20 Feet , Gravelled,"['Parking', 'Store Room', 'Frontyard', 'Parking', 'Balcony', 'Water Well', 'Water Tank', 'Store Room', 'Garden', 'Water Tank', 'Drainage', 'Garage', 'Frontyard', 'Modular Kitchen', 'Garden', 'Backyard', 'Water Well']",South East
"2 And Half Floor House Is On Sale In Imadole : House For Sale In Imadol, Lalitpur","Imadole, Imadol, Lalitpur",Lalitpur,23500000.0,6,4,3.0,1,673,3.3aana Aana,10 Feet,10 Feet,,"['Parking', 'Modular Kitchen', 'TV Cable', 'Water Well', 'Water Supply', 'Water Tank', 'Solar Water', 'Drainage']",East
"Flat System House On Sale At Budhanikantha : House For Sale In Budhanilkantha, Kathmandu","Budhanikantha, Budhanilkantha, Kathmandu",Kathmandu,90000000.0,6,3,2.0,10,17,1-0-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Parking', 'Lawn', 'Garage', 'Frontyard', 'Fencing', 'Balcony', 'Backyard', 'Modular Kitchen', 'Garden', 'Water Supply', 'Drainage', 'Water Tank', 'Wifi', 'Water Well', 'Solar Water', 'TV Cable']",North
"Beautiful To Floor House : House For Sale In Dhapasi, Kathmandu","Dhapasi, Dhapasi, Kathmandu",Kathmandu,70000000.0,5,3,2.0,12,154,1-1-0-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Parking', 'Lawn', 'Garage', 'Frontyard', 'Fencing', 'Balcony', 'Backyard', 'Garden', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Wifi', 'Water Tank', 'Water Well', 'Solar Water', 'TV Cable']",East
"Modern Architecture Bungalow House : House For Sale In Baluwatar, Kathmandu","baluwatar, Baluwatar, Kathmandu",Kathmandu,130000000.0,6,4,3.0,9,17,0-10-1-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Parking', 'Lawn', 'Garage', 'Frontyard', 'Fencing', 'Balcony', 'Backyard', 'Garden', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Wifi', 'TV Cable']",South
"Modern House : House For Sale In Budhanilkantha, Kathmandu","Hepali, Budhanilkantha, Kathmandu",Kathmandu,50000000.0,5,4,2.0,9,618,0-8-5-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Parking', 'Lawn', 'Garage', 'Frontyard', 'Fencing', 'Balcony', 'Backyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Wifi', 'TV Cable', 'Solar Water', 'Water Tank', 'Water Well']",North
"Beautiful Bungalow House : House For Sale In Banasthali, Kathmandu","Banasthali, Banasthali, Kathmandu",Kathmandu,100000000.0,5,6,3.0,9,92,0-12-3-1 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Parking', 'Lawn', 'Garage', 'Balcony', 'Backyard', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Solar Water']",East
"Modern Bungalow House : House For Sale In Golfutar, Kathmandu","Golfutar, Golfutar, Kathmandu",Kathmandu,100000000.0,6,3,2.0,10,59,0-19-2-0 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Parking', 'Lawn', 'Garage', 'Balcony', 'Backyard', 'Frontyard', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Solar Water', 'Water Well']",East
"Brand New House For Sale At Pasikot, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Pasikot, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,22500000.0,4,3,3.0,1,271,0-3-0-3 Aana,15 Feet / Gravelled,15 Feet , Gravelled,"['Parking', 'Lawn', 'Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet']",East
"Brand New House For Sale At Sano Bharyang Near Ring Road : House For Sale In Sano Bharyang, Kathmandu","Sano Bharyang Near Ring Road, Sano Bharyang, Kathmandu",Kathmandu,23500000.0,5,3,3.0,2,175,0-3-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",South
"Brand New House For Sale At Sano Bharyang : House For Sale In Sanobharyang, Kathmandu","Sano Bharyang, Sanobharyang, Kathmandu",Kathmandu,22500000.0,5,3,3.0,1,238,0-3-1-0 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet']",North
"5 Bhk House New House At Rudreshwor Budhanilkanta 200 Mtr From Highway : House For Sale In Budhanilkantha, Kathmandu","Rudreshwor Budhanilkanta 200 Mtr From Highway, Budhanilkantha, Kathmandu",Kathmandu,32500000.0,5,4,3.0,1,204,0-4-0-0 Aana,15 Feet / Gravelled,15 Feet , Gravelled,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",North
"House For Sale In Budhanilkantha, Kathmandu","Ganesh Chowk, Budhanilkantha, Kathmandu",Kathmandu,35000000.0,5,4,2.0,2,280,0-6-0-0 Aana,18 Feet / Gravelled,18 Feet , Gravelled,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",West
"5 Anna Semi Bungalow For Sale At Sukedhara Inside Ring Road : House For Sale In Sukedhara, Kathmandu","Sukedhara Near Chauki, Sukedhara, Kathmandu",Kathmandu,42500000.0,5,3,2.0,1,147,0-5-0-0 Aana,12 Feet / Paved,12 Feet , Paved,"['Parking', 'Lawn', 'Garage', 'Air Condition', 'Backyard', 'Garden', 'Fencing', 'Frontyard', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Drainage', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",South
"12 Anna 5 Bhk Bungalow For Sale At Chapali, Budhanilkantha : House For Sale In Chapali, Kathmandu","Chapali, Budhanilkantha, Chapali, Kathmandu",Kathmandu,42500000.0,3,3,3.0,4,210,0-12-0-0 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Parking', 'Lawn', 'Air Condition', 'Frontyard', 'Garage', 'Backyard', 'Garden', 'Fencing', 'Deck', 'Balcony', 'Microwave', 'Modular Kitchen', 'Wifi', 'CCTV', 'Water Tank', 'Water Well', 'Electricity Backup', 'Water Supply', 'Solar Water', 'Drainage', 'Cafeteria', 'Intercom', 'Internet', 'Kids Playground']",South
"Office Space For Rent In Gatthaghar, Bhaktapur","Gatthaghar Nagrik Hospital, Gatthaghar, Bhaktapur",Bhaktapur,11000.0,0,0,0.0,5,176,200 Sq. Feet,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,"['Parking', 'Internet', 'Wifi', 'Balcony', 'Drainage', 'Water Supply']",East
"Budhanilkantha Taulung Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,55000000.0,5,6,3.0,4,253,19 Aana,20 Feet / Gravelled,20 Feet , Gravelled,"['Parking', 'Garden']",East
"Hattigauda 5 Ana Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,33000000.0,5,6,3.0,2,150,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Parking', 'Garden']",East
"Dhapasi Deurali Janata Najik Ghar : House For Sale In Dhapasi, Kathmandu","Na, Dhapasi, Kathmandu",Kathmandu,37000000.0,6,6,3.0,3,178,6.1 Aana,32 Feet,32 Feet,,"['Parking', 'Garage']",East
"House For Sale In Pepsicola, Kathmandu","Na, Pepsicola, Kathmandu",Kathmandu,58500000.0,6,6,3.0,2,318,6.5 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,"['Parking', 'Garage']",East
"Sundar Basti Brand New Home 2 Homes : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,27000000.0,6,6,3.0,2,161,4.5 Aana,14 Feet / Gravelled,14 Feet , Gravelled,"['Parking', 'Garage']",East
"Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,70000000.0,6,7,3.0,10,177,22 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Parking', 'Garage']",East
"Budhanilkantha Underconstruction : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,105000000.0,8,8,4.0,4,96,21 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Parking', 'Garage']",East
"Balaju Commercial Building For Sale : House For Sale In Balaju, Kathmandu","Na, Balaju, Kathmandu",Kathmandu,145000000.0,95,40,5.0,7,169,21 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Parking', 'Garage']",South East
